Date,Cash,Holdings,Equity,OpenPositions
2021-06-23,100000.0,0.0,100000.0,0
2021-06-24,100000.0,0.0,100000.0,0
2021-06-25,100000.0,0.0,100000.0,0
2021-06-28,100000.0,0.0,100000.0,0
2021-06-29,100000.0,0.0,100000.0,0
2021-06-30,100000.0,0.0,100000.0,0
2021-07-01,100000.0,0.0,100000.0,0
2021-07-02,100000.0,0.0,100000.0,0
2021-07-05,100000.0,0.0,100000.0,0
2021-07-06,100000.0,0.0,100000.0,0
2021-07-07,100000.0,0.0,100000.0,0
2021-07-08,100000.0,0.0,100000.0,0
2021-07-09,100000.0,0.0,100000.0,0
2021-07-12,100000.0,0.0,100000.0,0
2021-07-13,100000.0,0.0,100000.0,0
2021-07-14,100000.0,0.0,100000.0,0
2021-07-15,100000.0,0.0,100000.0,0
2021-07-16,100000.0,0.0,100000.0,0
2021-07-19,100000.0,0.0,100000.0,0
2021-07-20,100000.0,0.0,100000.0,0
2021-07-22,100000.0,0.0,100000.0,0
2021-07-23,100000.0,0.0,100000.0,0
2021-07-26,100000.0,0.0,100000.0,0
2021-07-27,100000.0,0.0,100000.0,0
2021-07-28,100000.0,0.0,100000.0,0
2021-07-29,100000.0,0.0,100000.0,0
2021-07-30,100000.0,0.0,100000.0,0
2021-08-02,100000.0,0.0,100000.0,0
2021-08-03,100000.0,0.0,100000.0,0
2021-08-04,100000.0,0.0,100000.0,0
2021-08-05,100000.0,0.0,100000.0,0
2021-08-06,100000.0,0.0,100000.0,0
2021-08-09,100000.0,0.0,100000.0,0
2021-08-10,100000.0,0.0,100000.0,0
2021-08-11,100000.0,0.0,100000.0,0
2021-08-12,100000.0,0.0,100000.0,0
2021-08-13,100000.0,0.0,100000.0,0
2021-08-16,100000.0,0.0,100000.0,0
2021-08-17,100000.0,0.0,100000.0,0
2021-08-18,100000.0,0.0,100000.0,0
2021-08-20,100000.0,0.0,100000.0,0
2021-08-23,100000.0,0.0,100000.0,0
2021-08-24,100000.0,0.0,100000.0,0
2021-08-25,100000.0,0.0,100000.0,0
2021-08-26,100000.0,0.0,100000.0,0
2021-08-27,100000.0,0.0,100000.0,0
2021-08-30,100000.0,0.0,100000.0,0
2021-08-31,100000.0,0.0,100000.0,0
2021-09-01,100000.0,0.0,100000.0,0
2021-09-02,100000.0,0.0,100000.0,0
2021-09-03,100000.0,0.0,100000.0,0
2021-09-06,100000.0,0.0,100000.0,0
2021-09-07,100000.0,0.0,100000.0,0
2021-09-08,100000.0,0.0,100000.0,0
2021-09-09,100000.0,0.0,100000.0,0
2021-09-13,100000.0,0.0,100000.0,0
2021-09-14,100000.0,0.0,100000.0,0
2021-09-15,100000.0,0.0,100000.0,0
2021-09-16,100000.0,0.0,100000.0,0
2021-09-17,100000.0,0.0,100000.0,0
2021-09-20,100000.0,0.0,100000.0,0
2021-09-21,100000.0,0.0,100000.0,0
2021-09-22,100000.0,0.0,100000.0,0
2021-09-23,100000.0,0.0,100000.0,0
2021-09-24,100000.0,0.0,100000.0,0
2021-09-27,100000.0,0.0,100000.0,0
2021-09-28,100000.0,0.0,100000.0,0
2021-09-29,100000.0,0.0,100000.0,0
2021-09-30,100000.0,0.0,100000.0,0
2021-10-01,100000.0,0.0,100000.0,0
2021-10-04,100000.0,0.0,100000.0,0
2021-10-05,100000.0,0.0,100000.0,0
2021-10-06,100000.0,0.0,100000.0,0
2021-10-07,100000.0,0.0,100000.0,0
2021-10-08,100000.0,0.0,100000.0,0
2021-10-11,100000.0,0.0,100000.0,0
2021-10-12,100000.0,0.0,100000.0,0
2021-10-13,100000.0,0.0,100000.0,0
2021-10-14,100000.0,0.0,100000.0,0
2021-10-18,100000.0,0.0,100000.0,0
2021-10-19,100000.0,0.0,100000.0,0
2021-10-20,100000.0,0.0,100000.0,0
2021-10-21,100000.0,0.0,100000.0,0
2021-10-22,100000.0,0.0,100000.0,0
2021-10-25,100000.0,0.0,100000.0,0
2021-10-26,100000.0,0.0,100000.0,0
2021-10-27,100000.0,0.0,100000.0,0
2021-10-28,100000.0,0.0,100000.0,0
2021-10-29,100000.0,0.0,100000.0,0
2021-11-01,100000.0,0.0,100000.0,0
2021-11-02,100000.0,0.0,100000.0,0
2021-11-03,100000.0,0.0,100000.0,0
2021-11-04,100000.0,0.0,100000.0,0
2021-11-08,100000.0,0.0,100000.0,0
2021-11-09,100000.0,0.0,100000.0,0
2021-11-10,100000.0,0.0,100000.0,0
2021-11-11,100000.0,0.0,100000.0,0
2021-11-12,100000.0,0.0,100000.0,0
2021-11-15,100000.0,0.0,100000.0,0
2021-11-16,100000.0,0.0,100000.0,0
2021-11-17,100000.0,0.0,100000.0,0
2021-11-18,100000.0,0.0,100000.0,0
2021-11-22,100000.0,0.0,100000.0,0
2021-11-23,100000.0,0.0,100000.0,0
2021-11-24,100000.0,0.0,100000.0,0
2021-11-25,100000.0,0.0,100000.0,0
2021-11-26,100000.0,0.0,100000.0,0
2021-11-29,100000.0,0.0,100000.0,0
2021-11-30,100000.0,0.0,100000.0,0
2021-12-01,100000.0,0.0,100000.0,0
2021-12-02,100000.0,0.0,100000.0,0
2021-12-03,100000.0,0.0,100000.0,0
2021-12-06,100000.0,0.0,100000.0,0
2021-12-07,100000.0,0.0,100000.0,0
2021-12-08,100000.0,0.0,100000.0,0
2021-12-09,100000.0,0.0,100000.0,0
2021-12-10,100000.0,0.0,100000.0,0
2021-12-13,100000.0,0.0,100000.0,0
2021-12-14,100000.0,0.0,100000.0,0
2021-12-15,100000.0,0.0,100000.0,0
2021-12-16,100000.0,0.0,100000.0,0
2021-12-17,100000.0,0.0,100000.0,0
2021-12-20,100000.0,0.0,100000.0,0
2021-12-21,100000.0,0.0,100000.0,0
2021-12-22,100000.0,0.0,100000.0,0
2021-12-23,100000.0,0.0,100000.0,0
2021-12-24,100000.0,0.0,100000.0,0
2021-12-27,100000.0,0.0,100000.0,0
2021-12-28,100000.0,0.0,100000.0,0
2021-12-29,100000.0,0.0,100000.0,0
2021-12-30,100000.0,0.0,100000.0,0
2021-12-31,100000.0,0.0,100000.0,0
2022-01-03,100000.0,0.0,100000.0,0
2022-01-04,100000.0,0.0,100000.0,0
2022-01-05,100000.0,0.0,100000.0,0
2022-01-06,100000.0,0.0,100000.0,0
2022-01-07,100000.0,0.0,100000.0,0
2022-01-10,100000.0,0.0,100000.0,0
2022-01-11,100000.0,0.0,100000.0,0
2022-01-12,100000.0,0.0,100000.0,0
2022-01-13,100000.0,0.0,100000.0,0
2022-01-14,100000.0,0.0,100000.0,0
2022-01-17,100000.0,0.0,100000.0,0
2022-01-18,100000.0,0.0,100000.0,0
2022-01-19,100000.0,0.0,100000.0,0
2022-01-20,100000.0,0.0,100000.0,0
2022-01-21,100000.0,0.0,100000.0,0
2022-01-24,100000.0,0.0,100000.0,0
2022-01-25,100000.0,0.0,100000.0,0
2022-01-27,100000.0,0.0,100000.0,0
2022-01-28,100000.0,0.0,100000.0,0
2022-01-31,100000.0,0.0,100000.0,0
2022-02-01,100000.0,0.0,100000.0,0
2022-02-02,100000.0,0.0,100000.0,0
2022-02-03,100000.0,0.0,100000.0,0
2022-02-04,100000.0,0.0,100000.0,0
2022-02-07,100000.0,0.0,100000.0,0
2022-02-08,100000.0,0.0,100000.0,0
2022-02-09,100000.0,0.0,100000.0,0
2022-02-10,100000.0,0.0,100000.0,0
2022-02-11,100000.0,0.0,100000.0,0
2022-02-14,100000.0,0.0,100000.0,0
2022-02-15,100000.0,0.0,100000.0,0
2022-02-16,100000.0,0.0,100000.0,0
2022-02-17,100000.0,0.0,100000.0,0
2022-02-18,100000.0,0.0,100000.0,0
2022-02-21,100000.0,0.0,100000.0,0
2022-02-22,100000.0,0.0,100000.0,0
2022-02-23,100000.0,0.0,100000.0,0
2022-02-24,100000.0,0.0,100000.0,0
2022-02-25,100000.0,0.0,100000.0,0
2022-02-28,100000.0,0.0,100000.0,0
2022-03-02,100000.0,0.0,100000.0,0
2022-03-03,100000.0,0.0,100000.0,0
2022-03-04,100000.0,0.0,100000.0,0
2022-03-07,100000.0,0.0,100000.0,0
2022-03-08,100000.0,0.0,100000.0,0
2022-03-09,100000.0,0.0,100000.0,0
2022-03-10,100000.0,0.0,100000.0,0
2022-03-11,100000.0,0.0,100000.0,0
2022-03-14,100000.0,0.0,100000.0,0
2022-03-15,100000.0,0.0,100000.0,0
2022-03-16,100000.0,0.0,100000.0,0
2022-03-17,100000.0,0.0,100000.0,0
2022-03-21,100000.0,0.0,100000.0,0
2022-03-22,100000.0,0.0,100000.0,0
2022-03-23,100000.0,0.0,100000.0,0
2022-03-24,100000.0,0.0,100000.0,0
2022-03-25,100000.0,0.0,100000.0,0
2022-03-28,100000.0,0.0,100000.0,0
2022-03-29,100000.0,0.0,100000.0,0
2022-03-30,100000.0,0.0,100000.0,0
2022-03-31,100000.0,0.0,100000.0,0
2022-04-01,100000.0,0.0,100000.0,0
2022-04-04,100000.0,0.0,100000.0,0
